Reporting_Period,County,Facility_Name,    Number_of_Incarcerated_in_the_Facility    ,Total_Number_Tested,Total_Confirmed_Positive,Confirmed_at_Intake_(Optional),Confirmed_in_First_14 Days_(Optional),Confirmed_In_Custody_(Optional),Hospitalized,Estimated_Resolved,Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
09/18/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
09/25/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
10/02/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
10/09/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
10/16/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
10/23/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
10/30/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
11/06/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
11/13/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
11/20/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
11/27/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
12/04/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
12/11/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
12/18/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
12/25/21,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
01/01/22,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
01/08/22,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
01/15/22,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
01/22/22,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
01/29/22,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
02/05/22,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
02/12/22,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
02/19/22,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
02/26/22,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
03/05/22,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
03/12/22,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
03/19/22,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
03/26/22,Santa Clara,,,,,,,,,,,,U,U,U,https://countysheriff.sccgov.org/covid-19/covid-19-dashboard
02/05/22,Santa Cruz,No Data Reported,,,,,,,,,,,,,,
07/25/20,Santa Cruz,Santa Cruz Blaine Womens Min,9,0,0,,,,0,0,0,,,,,
08/01/20,Santa Cruz,Santa Cruz Blaine Womens Min,11,0,0,,,,0,0,0,,,,,
08/08/20,Santa Cruz,Santa Cruz Blaine Womens Min,10,0,0,,,,0,0,0,,,,,
08/15/20,Santa Cruz,Santa Cruz Blaine Womens Min,8,0,0,,,,0,0,0,,,,,
08/22/20,Santa Cruz,Santa Cruz Blaine Womens Min,8,0,0,,,,0,0,0,,,,,
08/29/20,Santa Cruz,Santa Cruz Blaine Womens Min,10,0,0,,,,0,0,0,,,,,
09/05/20,Santa Cruz,Santa Cruz Blaine Womens Min,12,0,0,,,,0,0,0,,,,,
09/12/20,Santa Cruz,Santa Cruz Blaine Womens Min,14,0,0,,,,0,0,0,,,,,
09/19/20,Santa Cruz,Santa Cruz Blaine Womens Min,12,0,0,,,,0,0,0,,,,,
09/26/20,Santa Cruz,Santa Cruz Blaine Womens Min,11,0,0,,,,0,0,0,,,,,
10/03/20,Santa Cruz,Santa Cruz Blaine Womens Min,12,0,0,,,,0,0,0,,,,,
10/10/20,Santa Cruz,Santa Cruz Blaine Womens Min,11,0,0,,,,0,0,0,,,,,
10/17/20,Santa Cruz,Santa Cruz Blaine Womens Min,13,0,0,,,,0,0,0,,,,,
10/24/20,Santa Cruz,Santa Cruz Blaine Womens Min,11,0,0,,,,0,0,0,,,,,
10/31/20,Santa Cruz,Santa Cruz Blaine Womens Min,9,0,0,,,,0,0,0,,,,,
11/07/20,Santa Cruz,Santa Cruz Blaine Womens Min,11,0,0,,,,0,0,0,,,,,
11/14/20,Santa Cruz,Santa Cruz Blaine Womens Min,11,0,0,,,,0,0,0,,,,,
11/21/20,Santa Cruz,Santa Cruz Blaine Womens Min,12,0,0,,,,0,0,0,,,,,
11/28/20,Santa Cruz,Santa Cruz Blaine Womens Min,10,0,0,,,,0,0,0,,,,,
12/05/20,Santa Cruz,Santa Cruz Blaine Womens Min,9,<11,0,,,,0,0,0,,,,,
12/12/20,Santa Cruz,Santa Cruz Blaine Womens Min,5,0,0,,,,0,0,0,,,,,
12/19/20,Santa Cruz,Santa Cruz Blaine Womens Min,5,0,0,,,,0,0,0,,,,,
12/26/20,Santa Cruz,Santa Cruz Blaine Womens Min,5,0,0,,,,0,0,0,,,,,
01/02/21,Santa Cruz,Santa Cruz Blaine Womens Min,9,0,0,,,,0,0,0,,,,,
01/09/21,Santa Cruz,Santa Cruz Blaine Womens Min,11,0,0,,,,0,0,0,,,,,
01/16/21,Santa Cruz,Santa Cruz Blaine Womens Min,10,<11,0,,,,0,0,0,,,,,
01/23/21,Santa Cruz,Santa Cruz Blaine Womens Min,7,<11,0,,,,0,0,0,,,,,
01/30/21,Santa Cruz,Santa Cruz Blaine Womens Min,7,<11,0,,,,0,0,0,,,,,
02/06/21,Santa Cruz,Santa Cruz Blaine Womens Min,5,<11,0,,,,0,0,0,,,,,
02/13/21,Santa Cruz,Santa Cruz Blaine Womens Min,7,<11,0,,,,0,0,0,,,,,
02/20/21,Santa Cruz,Santa Cruz Blaine Womens Min,6,<11,0,,,,0,0,0,,,,,
02/27/21,Santa Cruz,Santa Cruz Blaine Womens Min,9,<11,0,,,,0,0,0,,,,,
03/06/21,Santa Cruz,Santa Cruz Blaine Womens Min,9,<11,0,,,,0,0,0,,,,,
03/13/21,Santa Cruz,Santa Cruz Blaine Womens Min,11,<11,0,,,,0,0,0,,,,,
03/20/21,Santa Cruz,Santa Cruz Blaine Womens Min,13,11,0,,,,0,0,0,,,,,
03/27/21,Santa Cruz,Santa Cruz Blaine Womens Min,13,12,0,,,,0,0,0,,,,,
04/03/21,Santa Cruz,Santa Cruz Blaine Womens Min,13,14,0,,,,0,0,0,,,,,
04/10/21,Santa Cruz,Santa Cruz Blaine Womens Min,13,14,0,,,,0,0,0,,,,,
04/17/21,Santa Cruz,Santa Cruz Blaine Womens Min,12,15,0,,,,0,0,0,,,,,
04/24/21,Santa Cruz,Santa Cruz Blaine Womens Min,15,12,0,,,,0,0,0,,,,,
05/01/21,Santa Cruz,Santa Cruz Blaine Womens Min,18,16,0,,,,0,0,0,,,,,
05/08/21,Santa Cruz,Santa Cruz Blaine Womens Min,15,17,0,,,,0,0,0,,,,,
05/15/21,Santa Cruz,Santa Cruz Blaine Womens Min,17,0,0,,,,0,0,0,,,,,
05/22/21,Santa Cruz,Santa Cruz Blaine Womens Min,18,0,0,,,,0,0,0,,,,,
05/29/21,Santa Cruz,Santa Cruz Blaine Womens Min,U,0,0,,,,0,0,0,,,,,
06/05/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
06/12/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
06/19/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
06/26/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
07/03/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
07/10/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
07/17/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
07/24/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
07/31/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
08/07/21,Santa Cruz,Santa Cruz Blaine Womens Min,8,0,0,,,,0,0,0,,,,,
08/14/21,Santa Cruz,Santa Cruz Blaine Womens Min,10,0,0,,,,0,0,0,,,,,
08/21/21,Santa Cruz,Santa Cruz Blaine Womens Min,9,0,0,,,,0,0,0,,,,,
08/28/21,Santa Cruz,Santa Cruz Blaine Womens Min,11,0,0,,,,0,0,0,,,,,
09/04/21,Santa Cruz,Santa Cruz Blaine Womens Min,8,0,0,,,,0,0,0,,,,,
09/11/21,Santa Cruz,Santa Cruz Blaine Womens Min,7,0,0,,,,0,0,0,,,,,
09/18/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
09/25/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
10/02/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
10/09/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
10/16/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
10/23/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
10/30/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
11/06/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
11/13/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
11/20/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
11/27/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
12/04/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
12/11/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
12/18/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
12/25/21,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
01/01/22,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
01/08/22,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
01/15/22,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
01/22/22,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
01/29/22,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
02/12/22,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
02/19/22,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
02/26/22,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
03/05/22,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
03/12/22,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
03/19/22,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
03/26/22,Santa Cruz,Santa Cruz Blaine Womens Min,0,0,0,,,,0,0,0,,,,,
07/25/20,Santa Cruz,Santa Cruz Main Jail,212,50,<11,,,,0,0,0,,,,,
08/01/20,Santa Cruz,Santa Cruz Main Jail,217,62,<11,,,,0,0,0,,,,,
08/08/20,Santa Cruz,Santa Cruz Main Jail,217,44,<11,,,,0,0,0,,,,,
08/15/20,Santa Cruz,Santa Cruz Main Jail,226,63,<11,,,,0,0,0,,,,,
08/22/20,Santa Cruz,Santa Cruz Main Jail,224,23,<11,,,,0,0,0,,,,,
08/29/20,Santa Cruz,Santa Cruz Main Jail,225,18,0,,,,0,0,0,,,,,
09/05/20,Santa Cruz,Santa Cruz Main Jail,212,22,<11,,,,0,0,0,,,,,
09/12/20,Santa Cruz,Santa Cruz Main Jail,220,42,0,,,,0,0,0,,,,,
09/19/20,Santa Cruz,Santa Cruz Main Jail,232,39,0,,,,0,0,0,,,,,
09/26/20,Santa Cruz,Santa Cruz Main Jail,230,80,0,,,,0,0,0,,,,,
10/03/20,Santa Cruz,Santa Cruz Main Jail,234,69,0,,,,0,0,0,,,,,
10/10/20,Santa Cruz,Santa Cruz Main Jail,236,53,0,,,,0,0,0,,,,,
10/17/20,Santa Cruz,Santa Cruz Main Jail,236,67,<11,,,,0,0,0,,,,,
10/24/20,Santa Cruz,Santa Cruz Main Jail,239,50,0,,,,0,<11,0,,,,,
10/31/20,Santa Cruz,Santa Cruz Main Jail,222,53,<11,,,,0,<11,0,,,,,
11/07/20,Santa Cruz,Santa Cruz Main Jail,238,50,0,,,,0,0,0,,,,,
11/14/20,Santa Cruz,Santa Cruz Main Jail,223,63,0,,,,0,0,0,,,,,
11/21/20,Santa Cruz,Santa Cruz Main Jail,221,64,0,,,,0,0,0,,,,,
11/28/20,Santa Cruz,Santa Cruz Main Jail,219,45,<11,,,,0,0,0,,,,,
12/05/20,Santa Cruz,Santa Cruz Main Jail,223,221,0,,,,0,0,0,,,,,
12/12/20,Santa Cruz,Santa Cruz Main Jail,223,236,<11,,,,0,0,0,,,,,
12/19/20,Santa Cruz,Santa Cruz Main Jail,228,286,<11,,,,0,<11,0,,,,,
12/26/20,Santa Cruz,Santa Cruz Main Jail,233,297,<11,,,,0,<11,0,,,,,
01/02/21,Santa Cruz,Santa Cruz Main Jail,234,273,<11,,,,0,0,0,,,,,
01/09/21,Santa Cruz,Santa Cruz Main Jail,225,255,0,0,0,0,0,0,0,,,,,
01/16/21,Santa Cruz,Santa Cruz Main Jail,229,291,<11,,,,0,0,0,,,,,
01/23/21,Santa Cruz,Santa Cruz Main Jail,227,211,<11,,,,0,<11,0,,,,,
01/30/21,Santa Cruz,Santa Cruz Main Jail,214,204,0,,,,0,0,0,,,,,
02/06/21,Santa Cruz,Santa Cruz Main Jail,214,174,<11,,,,0,0,0,,,,,
02/13/21,Santa Cruz,Santa Cruz Main Jail,212,173,<11,<11,,,0,<11,0,,,,,
02/20/21,Santa Cruz,Santa Cruz Main Jail,219,174,0,,,,0,0,0,,,,,
02/27/21,Santa Cruz,Santa Cruz Main Jail,222,182,0,,,,0,0,0,,,,,
03/06/21,Santa Cruz,Santa Cruz Main Jail,228,193,0,,,,0,0,0,,,,,
03/13/21,Santa Cruz,Santa Cruz Main Jail,220,193,<11,,,,0,0,0,,,,,
03/20/21,Santa Cruz,Santa Cruz Main Jail,207,0,<11,,,,0,0,0,,,,,
03/27/21,Santa Cruz,Santa Cruz Main Jail,225,67,0,,,,0,<11,0,,,,,
04/03/21,Santa Cruz,Santa Cruz Main Jail,221,194,0,,,,0,0,0,,,,,
04/10/21,Santa Cruz,Santa Cruz Main Jail,239,199,0,,,,0,0,0,,,,,
04/17/21,Santa Cruz,Santa Cruz Main Jail,233,225,0,,,,0,0,0,,,,,
04/24/21,Santa Cruz,Santa Cruz Main Jail,241,208,0,,,,0,0,0,,,,,
05/01/21,Santa Cruz,Santa Cruz Main Jail,232,213,0,,,,0,0,0,,,,,
05/08/21,Santa Cruz,Santa Cruz Main Jail,245,239,0,,,,0,0,0,,,,,
05/15/21,Santa Cruz,Santa Cruz Main Jail,243,83,0,,,,0,0,0,,,,,
05/22/21,Santa Cruz,Santa Cruz Main Jail,238,73,0,,,,0,0,0,,,,,
05/29/21,Santa Cruz,Santa Cruz Main Jail,260,81,0,,,,0,0,0,,,,,
06/05/21,Santa Cruz,Santa Cruz Main Jail,268,90,0,,,,0,0,0,,,,,
06/12/21,Santa Cruz,Santa Cruz Main Jail,278,64,0,,,,0,0,0,,,,,
06/19/21,Santa Cruz,Santa Cruz Main Jail,275,71,0,,,,0,0,0,,,,,
06/26/21,Santa Cruz,Santa Cruz Main Jail,283,52,0,,,,0,0,0,,,,,
07/03/21,Santa Cruz,Santa Cruz Main Jail,269,41,0,,,,0,0,0,,,,,
07/10/21,Santa Cruz,Santa Cruz Main Jail,265,29,0,,,,0,0,0,,,,,
07/17/21,Santa Cruz,Santa Cruz Main Jail,263,44,0,,,,0,0,0,,,,,
07/24/21,Santa Cruz,Santa Cruz Main Jail,274,33,0,,,,0,0,0,,,,,
07/31/21,Santa Cruz,Santa Cruz Main Jail,297,45,0,,,,0,0,0,,,,,
08/07/21,Santa Cruz,Santa Cruz Main Jail,272,48,0,,,,0,0,0,,,,,
08/14/21,Santa Cruz,Santa Cruz Main Jail,274,46,<11,,,,0,<11,0,,,,,
08/21/21,Santa Cruz,Santa Cruz Main Jail,266,48,<11,,,,0,0,0,,,,,
08/28/21,Santa Cruz,Santa Cruz Main Jail,259,36,<11,,,,0,<11,0,,,,,
09/04/21,Santa Cruz,Santa Cruz Main Jail,273,44,<11,,,,0,0,0,,,,,
09/11/21,Santa Cruz,Santa Cruz Main Jail,266,28,<11,,,,0,<11,0,,,,,
09/18/21,Santa Cruz,Santa Cruz Main Jail,280,50,0,,,,0,0,0,,,,,
09/25/21,Santa Cruz,Santa Cruz Main Jail,307,48,0,,,,0,0,0,,,,,
10/02/21,Santa Cruz,Santa Cruz Main Jail,300,55,0,,,,0,0,0,,,,,
10/09/21,Santa Cruz,Santa Cruz Main Jail,279,34,0,,,,0,0,0,,,,,
10/16/21,Santa Cruz,Santa Cruz Main Jail,264,37,0,,,,0,0,0,,,,,
10/23/21,Santa Cruz,Santa Cruz Main Jail,261,41,<11,,,,0,<11,0,,,,,
10/30/21,Santa Cruz,Santa Cruz Main Jail,288,47,0,,,,0,0,0,,,,,
11/06/21,Santa Cruz,Santa Cruz Main Jail,284,48,0,,,,0,0,0,,,,,
11/13/21,Santa Cruz,Santa Cruz Main Jail,275,93,<11,,,,0,0,0,,,,,
11/20/21,Santa Cruz,Santa Cruz Main Jail,276,451,13,,,,0,0,0,,,,,
11/27/21,Santa Cruz,Santa Cruz Main Jail,286,585,0,,,,0,0,0,,,,,
12/04/21,Santa Cruz,Santa Cruz Main Jail,271,55,<11,,,,0,12,0,,,,,
12/11/21,Santa Cruz,Santa Cruz Main Jail,271,46,0,,,,0,0,0,,,,,
12/18/21,Santa Cruz,Santa Cruz Main Jail,277,45,0,,,,0,0,0,,,,,
12/25/21,Santa Cruz,Santa Cruz Main Jail,271,34,<11,,,,0,0,0,,,,,
01/01/22,Santa Cruz,Santa Cruz Main Jail,277,22,0,,,,0,0,0,,,,,
01/08/22,Santa Cruz,Santa Cruz Main Jail,267,79,<11,,,,0,0,0,,,,,
01/15/22,Santa Cruz,Santa Cruz Main Jail,272,312,31,,,,0,<11,0,,,,,
01/22/22,Santa Cruz,Santa Cruz Main Jail,280,125,35,,,,0,<11,0,,,,,
01/29/22,Santa Cruz,Santa Cruz Main Jail,290,469,35,,,,0,<11,0,,,,,
02/12/22,Santa Cruz,Santa Cruz Main Jail,280,36,14,,,,0,<11,0,,,,,
02/19/22,Santa Cruz,Santa Cruz Main Jail,276,23,20,,,,0,<11,0,,,,,
02/26/22,Santa Cruz,Santa Cruz Main Jail,277,<11,<11,,,,0,<11,0,,,,,
03/05/22,Santa Cruz,Santa Cruz Main Jail,263,<11,0,,,,0,12,0,,,,,
03/12/22,Santa Cruz,Santa Cruz Main Jail,258,<11,0,,,,0,0,0,,,,,
03/19/22,Santa Cruz,Santa Cruz Main Jail,244,<11,<11,,,,0,0,0,,,,,
03/26/22,Santa Cruz,Santa Cruz Main Jail,250,<11,0,,,,0,0,0,,,,,
07/25/20,Santa Cruz,Santa Cruz Medium Security,83,0,0,,,,0,0,0,,,,,
08/01/20,Santa Cruz,Santa Cruz Medium Security,92,0,0,,,,0,0,0,,,,,
08/08/20,Santa Cruz,Santa Cruz Medium Security,88,0,0,,,,0,0,0,,,,,
08/15/20,Santa Cruz,Santa Cruz Medium Security,87,0,0,,,,0,0,0,,,,,
08/22/20,Santa Cruz,Santa Cruz Medium Security,77,0,0,,,,0,0,0,,,,,
08/29/20,Santa Cruz,Santa Cruz Medium Security,82,<11,0,,,,0,0,0,,,,,
09/05/20,Santa Cruz,Santa Cruz Medium Security,72,0,0,,,,0,0,0,,,,,
09/12/20,Santa Cruz,Santa Cruz Medium Security,69,0,0,,,,0,0,0,,,,,
09/19/20,Santa Cruz,Santa Cruz Medium Security,90,0,0,,,,0,0,0,,,,,
09/26/20,Santa Cruz,Santa Cruz Medium Security,72,0,0,,,,0,0,0,,,,,
10/03/20,Santa Cruz,Santa Cruz Medium Security,75,0,0,,,,0,0,0,,,,,
10/10/20,Santa Cruz,Santa Cruz Medium Security,78,0,0,,,,0,0,0,,,,,
10/17/20,Santa Cruz,Santa Cruz Medium Security,76,0,0,,,,0,0,0,,,,,
10/24/20,Santa Cruz,Santa Cruz Medium Security,77,0,0,,,,0,0,0,,,,,
10/31/20,Santa Cruz,Santa Cruz Medium Security,94,0,0,,,,0,0,0,,,,,
11/07/20,Santa Cruz,Santa Cruz Medium Security,86,0,0,,,,0,0,0,,,,,
11/14/20,Santa Cruz,Santa Cruz Medium Security,102,0,0,,,,0,0,0,,,,,
11/21/20,Santa Cruz,Santa Cruz Medium Security,101,0,0,,,,0,0,0,,,,,
11/28/20,Santa Cruz,Santa Cruz Medium Security,102,0,0,,,,0,0,0,,,,,
12/05/20,Santa Cruz,Santa Cruz Medium Security,94,62,0,,,,0,0,0,,,,,
12/12/20,Santa Cruz,Santa Cruz Medium Security,85,0,0,,,,0,0,0,,,,,
12/19/20,Santa Cruz,Santa Cruz Medium Security,76,0,0,,,,0,0,0,,,,,
12/26/20,Santa Cruz,Santa Cruz Medium Security,73,0,0,,,,0,0,0,,,,,
01/02/21,Santa Cruz,Santa Cruz Medium Security,83,0,0,,,,0,0,0,,,,,
01/09/21,Santa Cruz,Santa Cruz Medium Security,66,115,<11,,,,0,0,0,,,,,
01/16/21,Santa Cruz,Santa Cruz Medium Security,65,65,0,,,,0,0,0,,,,,
01/23/21,Santa Cruz,Santa Cruz Medium Security,67,70,0,,,,0,0,0,,,,,
01/30/21,Santa Cruz,Santa Cruz Medium Security,85,67,0,,,,0,0,0,,,,,
02/06/21,Santa Cruz,Santa Cruz Medium Security,84,83,0,,,,0,0,0,,,,,
02/13/21,Santa Cruz,Santa Cruz Medium Security,85,85,0,,,,0,0,0,,,,,
02/20/21,Santa Cruz,Santa Cruz Medium Security,85,84,0,,,,0,0,0,,,,,
02/27/21,Santa Cruz,Santa Cruz Medium Security,83,83,0,,,,0,0,0,,,,,
03/06/21,Santa Cruz,Santa Cruz Medium Security,86,110,0,,,,0,0,0,,,,,
03/13/21,Santa Cruz,Santa Cruz Medium Security,85,80,0,,,,0,0,0,,,,,
03/20/21,Santa Cruz,Santa Cruz Medium Security,91,82,0,,,,0,0,0,,,,,
03/27/21,Santa Cruz,Santa Cruz Medium Security,85,89,0,,,,0,0,0,,,,,
04/03/21,Santa Cruz,Santa Cruz Medium Security,90,0,0,,,,0,0,0,,,,,
04/10/21,Santa Cruz,Santa Cruz Medium Security,84,90,0,,,,0,0,0,,,,,
04/17/21,Santa Cruz,Santa Cruz Medium Security,91,80,0,,,,0,0,0,,,,,
04/24/21,Santa Cruz,Santa Cruz Medium Security,85,88,0,,,,0,0,0,,,,,
05/01/21,Santa Cruz,Santa Cruz Medium Security,76,55,0,,,,0,0,0,,,,,
05/08/21,Santa Cruz,Santa Cruz Medium Security,79,74,0,,,,0,0,0,,,,,
05/15/21,Santa Cruz,Santa Cruz Medium Security,86,0,0,,,,0,0,0,,,,,
05/22/21,Santa Cruz,Santa Cruz Medium Security,91,0,0,,,,0,0,0,,,,,
05/29/21,Santa Cruz,Santa Cruz Medium Security,101,0,0,,,,0,0,0,,,,,
06/05/21,Santa Cruz,Santa Cruz Medium Security,106,0,0,,,,0,0,0,,,,,
06/12/21,Santa Cruz,Santa Cruz Medium Security,114,0,0,,,,0,0,0,,,,,
06/19/21,Santa Cruz,Santa Cruz Medium Security,120,0,0,,,,0,0,0,,,,,
06/26/21,Santa Cruz,Santa Cruz Medium Security,113,0,0,,,,0,0,0,,,,,
07/03/21,Santa Cruz,Santa Cruz Medium Security,125,0,0,,,,0,0,0,,,,,
07/10/21,Santa Cruz,Santa Cruz Medium Security,113,0,0,,,,0,0,0,,,,,
07/17/21,Santa Cruz,Santa Cruz Medium Security,113,0,0,,,,0,0,0,,,,,
07/24/21,Santa Cruz,Santa Cruz Medium Security,113,0,0,,,,0,0,0,,,,,
07/31/21,Santa Cruz,Santa Cruz Medium Security,110,0,0,,,,0,0,0,,,,,
08/07/21,Santa Cruz,Santa Cruz Medium Security,115,0,0,,,,0,0,0,,,,,
08/14/21,Santa Cruz,Santa Cruz Medium Security,119,<11,0,,,,0,0,0,,,,,
08/21/21,Santa Cruz,Santa Cruz Medium Security,115,0,0,,,,0,0,0,,,,,
08/28/21,Santa Cruz,Santa Cruz Medium Security,104,<11,0,,,,0,0,0,,,,,
09/04/21,Santa Cruz,Santa Cruz Medium Security,74,0,0,,,,0,0,0,,,,,
09/11/21,Santa Cruz,Santa Cruz Medium Security,74,0,0,,,,0,0,0,,,,,
09/18/21,Santa Cruz,Santa Cruz Medium Security,63,<11,0,,,,0,0,0,,,,,
09/25/21,Santa Cruz,Santa Cruz Medium Security,55,0,0,,,,0,0,0,,,,,
10/02/21,Santa Cruz,Santa Cruz Medium Security,56,<11,0,,,,0,0,0,,,,,
10/09/21,Santa Cruz,Santa Cruz Medium Security,62,0,0,,,,0,0,0,,,,,
10/16/21,Santa Cruz,Santa Cruz Medium Security,69,<11,0,,,,0,0,0,,,,,
10/23/21,Santa Cruz,Santa Cruz Medium Security,70,<11,0,,,,0,0,0,,,,,
10/30/21,Santa Cruz,Santa Cruz Medium Security,58,0,0,,,,0,0,0,,,,,
11/06/21,Santa Cruz,Santa Cruz Medium Security,49,0,0,,,,0,0,0,,,,,
11/13/21,Santa Cruz,Santa Cruz Medium Security,50,<11,0,,,,0,0,0,,,,,
11/20/21,Santa Cruz,Santa Cruz Medium Security,45,36,0,,,,0,0,0,,,,,
11/27/21,Santa Cruz,Santa Cruz Medium Security,43,0,0,,,,0,0,0,,,,,
12/04/21,Santa Cruz,Santa Cruz Medium Security,64,0,0,,,,0,0,0,,,,,
12/11/21,Santa Cruz,Santa Cruz Medium Security,60,0,0,,,,0,0,0,,,,,
12/18/21,Santa Cruz,Santa Cruz Medium Security,52,0,0,,,,0,0,0,,,,,
